system,Lambda_c_um,R_z_um,R_r_um,Lambda_um,kappa,kappa_uncertainty,A,A_c,tau,interpretation
87Rb BEC,0.45413379647902574,1.818830520341692,5.19665862954769,3.6622405770985544,0.8064232623716866,0.22464352628132747,2000,20000,1.0,Critical
